País,Año,Precipitación (mm)
Tajikistan,1985,179.73128
Tajikistan,1986,602.89655
Tajikistan,1987,148.96722
Tajikistan,1988,1110.9238
Tajikistan,1989,1544.7548
Tajikistan,1990,628.0244
Tajikistan,1991,66.71332
Tajikistan,1992,976.55945
Tajikistan,1993,811.2086
Tajikistan,1994,1092.3903
Tajikistan,1995,226.09515
Tajikistan,1996,2622.4062
Tajikistan,1997,2215.1433
Tajikistan,1998,2231.4158
Tajikistan,1999,314.45898
Tajikistan,2000,1078.944
Tajikistan,2001,136.35944
Tajikistan,2002,1091.9188
Tajikistan,2003,791.4851
Tajikistan,2004,918.4909
Tajikistan,2005,348.4212
Tajikistan,2006,1417.2703
Tajikistan,2007,73.53466
Tajikistan,2008,2636.4995
Tajikistan,2009,1093.6527
Tajikistan,2010,1103.3508
Tajikistan,2011,939.0221
Tajikistan,2012,914.90936
Tajikistan,2013,858.9137
Tajikistan,2014,848.19006
Tajikistan,2015,446.68317
Tajikistan,2016,1373.5446
Tajikistan,2017,505.58636
Tajikistan,2018,843.364
Tajikistan,2019,33.496857
Tajikistan,2020,1704.6545
Tajikistan,2021,624.36426
Tajikistan,2022,929.9839
Tajikistan,2023,1740.7579
Tajikistan,2024,1125.8549
Tanzania,1940,3090.9
Tanzania,1941,1641.2611
Tanzania,1942,1563.9796
Tanzania,1943,609.37726
Tanzania,1944,1757.6575
Tanzania,1945,3114.6824
Tanzania,1946,1110.3364
Tanzania,1947,519.6863
Tanzania,1948,1862.051
Tanzania,1949,129.94844
Tanzania,1950,1664.4872
Tanzania,1951,1793.232
Tanzania,1952,676.1638
Tanzania,1953,769.32715
Tanzania,1954,1183.762
Tanzania,1955,271.5108
Tanzania,1956,1553.0685
Tanzania,1957,774.1
Tanzania,1958,3320.8735
Tanzania,1959,1234.6633
Tanzania,1960,1445.0148
Tanzania,1961,1492.6593
Tanzania,1962,1571.8193
Tanzania,1963,3259.2747
Tanzania,1964,1465.9718
Tanzania,1965,916.4156
Tanzania,1966,340.4421
Tanzania,1967,789.8546
Tanzania,1968,1317.9617
Tanzania,1969,853.61584
Tanzania,1970,198.56938
Tanzania,1971,820.362
Tanzania,1972,3199.9114
Tanzania,1973,13.213127
Tanzania,1974,1359.8912
Tanzania,1975,3005.8188
Tanzania,1976,345.286
Tanzania,1977,707.256
Tanzania,1978,1034.0714
Tanzania,1979,691.0624
Tanzania,1980,1129.427
Tanzania,1981,1865.836
Tanzania,1982,680.9275
Tanzania,1983,1131.1866
Tanzania,1984,1890.2539
Tanzania,1985,1981.456
Tanzania,1986,557.86395
Tanzania,1987,1270.0522
Tanzania,1988,858.37024
Tanzania,1989,1198.4973
Tanzania,1990,904.3041
Tanzania,1991,466.67834
Tanzania,1992,1941.9846
Tanzania,1993,1587.8811
Tanzania,1994,1117.298
Tanzania,1995,1872.8048
Tanzania,1996,754.23883
Tanzania,1997,1372.7455
Tanzania,1998,1664.0472
Tanzania,1999,1482.9834
Tanzania,2000,880.78546
Tanzania,2001,1573.2913
Tanzania,2002,1102.0253
Tanzania,2003,3072.5667
Tanzania,2004,259.73563
Tanzania,2005,232.79182
Tanzania,2006,1204.0597
Tanzania,2007,1266.3727
Tanzania,2008,184.35982
Tanzania,2009,1240.2909
Tanzania,2010,896.2097
Tanzania,2011,1799.4451
Tanzania,2012,82.33858
Tanzania,2013,300.0047
Tanzania,2014,661.53986
Tanzania,2015,687.30927
Tanzania,2016,710.3914
Tanzania,2017,1084.5774
Tanzania,2018,992.3789
Tanzania,2019,123.46661
Tanzania,2020,842.58
Tanzania,2021,1854.0664
Tanzania,2022,773.6653
Tanzania,2023,442.5295
Tanzania,2024,1014.6318
Thailand,1940,2328.517
Thailand,1941,18.19937
Thailand,1942,702.79987
Thailand,1943,916.9165
Thailand,1944,1412.7032
Thailand,1945,1351.4727
Thailand,1946,2850.7173
Thailand,1947,215.11003
Thailand,1948,48.52681
Thailand,1949,1162.5437
Thailand,1950,876.6862
Thailand,1951,600.92194
Thailand,1952,236.71332
Thailand,1953,1843.5929
Thailand,1954,352.9291
Thailand,1955,939.0985
Thailand,1956,2038.5673
Thailand,1957,369.11127
Thailand,1958,1944.9794
Thailand,1959,889.7051
Thailand,1960,1277.856
Thailand,1961,1507.2755
Thailand,1962,1710.1932
Thailand,1963,88.14742
Thailand,1964,1176.6119
Thailand,1965,970.8608
Thailand,1966,1174.2186
Thailand,1967,25.193722
Thailand,1968,376.4049
Thailand,1969,3050.1265
Thailand,1970,4339.2017
Thailand,1971,1529.6476
Thailand,1972,2265.0159
Thailand,1973,2962.124
Thailand,1974,742.04285
Thailand,1975,1010.2031
Thailand,1976,925.57697
Thailand,1977,51.91517
Thailand,1978,911.9333
Thailand,1979,572.8457
Thailand,1980,1359.7284
Thailand,1981,158.52165
Thailand,1982,885.582
Thailand,1983,2883.9565
Thailand,1984,47.289383
Thailand,1985,371.30582
Thailand,1986,1106.9819
Thailand,1987,2168.8818
Thailand,1988,2472.8904
Thailand,1989,961.0082
Thailand,1990,1763.293
Thailand,1991,4124.7036
Thailand,1992,233.08835
Thailand,1993,533.0056
Thailand,1994,1714.3811
Thailand,1995,924.0972
Thailand,1996,707.38086
Thailand,1997,2236.647
Thailand,1998,218.78363
Thailand,1999,1547.5679
Thailand,2000,787.8814
Thailand,2001,1660.5157
Thailand,2002,220.42804
Thailand,2003,1562.3436
Thailand,2004,720.33234
Thailand,2005,1070.7456
Thailand,2006,1487.9946
Thailand,2007,1398.5331
Thailand,2008,1371.5361
Thailand,2009,1274.2937
Thailand,2010,198.37068
Thailand,2011,705.43024
Thailand,2012,128.47523
Thailand,2013,916.1892
Thailand,2014,1474.6823
Thailand,2015,574.4011
Thailand,2016,37.509743
Thailand,2017,1176.3936
Thailand,2018,796.811
Thailand,2019,1612.6328
Thailand,2020,223.76555
Thailand,2021,2187.1414
Thailand,2022,2054.654
Thailand,2023,1928.853
Thailand,2024,269.65195
East Timor,1940,1078.8685
East Timor,1941,123.82611
East Timor,1942,1065.2769
East Timor,1943,883.9076
East Timor,1944,879.27905
East Timor,1945,396.69046
East Timor,1946,1184.5548
East Timor,1947,70.86002
East Timor,1948,2454.2407
East Timor,1949,887.8727
East Timor,1950,1091.4386
East Timor,1951,585.4416
East Timor,1952,697.52313
East Timor,1953,817.439
East Timor,1954,931.4436
East Timor,1955,412.42825
East Timor,1956,1077.1112
East Timor,1957,622.1535
East Timor,1958,848.0867
East Timor,1959,79.107285
East Timor,1960,2464.1143
East Timor,1961,590.8025
East Timor,1962,829.93854
East Timor,1963,1657.4463
East Timor,1964,1015.26764
East Timor,1965,3145.1782
East Timor,1966,1524.3455
East Timor,1967,1106.6097
East Timor,1968,263.51184
East Timor,1969,1608.9254
East Timor,1970,2902.8042
East Timor,1971,774.25146
East Timor,1972,648.58215
East Timor,1973,1886.0896
East Timor,1974,271.14835
East Timor,1975,1479.1082
East Timor,1976,1634.2604
East Timor,1977,670.49866
East Timor,1978,725.32654
East Timor,1979,1095.1268
East Timor,1980,225.02763
East Timor,1981,1528.3419
East Timor,1982,810.2241
East Timor,1983,3202.118
East Timor,1984,1387.8988
East Timor,1985,1498.2124
East Timor,1986,1360.5187
East Timor,1987,1671.6881
East Timor,1988,2925.3284
East Timor,1989,974.7831
East Timor,1990,871.8468
East Timor,1991,386.31305
East Timor,1992,667.16565
East Timor,1993,1150.1322
East Timor,1994,962.9953
East Timor,1995,155.62898
East Timor,1996,780.31335
East Timor,1997,3400.0042
East Timor,1998,15.066537
East Timor,1999,1285.5416
East Timor,2000,2630.9714
East Timor,2001,237.97043
East Timor,2002,691.13116
East Timor,2003,937.7638
East Timor,2004,652.412
East Timor,2005,1342.7386
East Timor,2006,1792.2317
East Timor,2007,831.87006
East Timor,2008,950.7198
East Timor,2009,1247.9418
East Timor,2010,1835.7703
East Timor,2011,727.5075
East Timor,2012,1220.7112
East Timor,2013,802.5679
East Timor,2014,979.2766
East Timor,2015,865.68
East Timor,2016,414.77036
East Timor,2017,1742.4297
East Timor,2018,1698.1158
East Timor,2019,1553.9565
East Timor,2020,1809.4967
East Timor,2021,652.16895
East Timor,2022,1337.8411
East Timor,2023,1541.7782
East Timor,2024,1600.388
Togo,1940,613.86597
Togo,1941,1610.4105
Togo,1942,1160.0048
Togo,1943,2802.0144
Togo,1944,296.90427
Togo,1945,255.69519
Togo,1946,1278.5177
Togo,1947,1182.8346
Togo,1948,234.44064
Togo,1949,954.5828
Togo,1950,784.5521
Togo,1951,1865.0631
Togo,1952,106.984314
Togo,1953,367.8779
Togo,1954,772.164
Togo,1955,2502.1914
Togo,1956,960.7511
Togo,1957,970.2384
Togo,1958,772.1577
Togo,1959,122.245155
Togo,1960,932.8143
Togo,1961,1876.2891
Togo,1962,682.8981
Togo,1963,578.2078
Togo,1964,750.6925
Togo,1965,2104.6353
Togo,1966,26.914343
Togo,1967,662.90204
Togo,1968,757.4812
Togo,1969,1787.7446
Togo,1970,1257.3793
Togo,1971,2687.2253
Togo,1972,255.11987
Togo,1973,83.405975
Togo,1974,1346.6272
Togo,1975,890.7116
Togo,1976,477.55383
Togo,1977,249.63542
Togo,1978,1253.6598
Togo,1979,257.6818
Togo,1980,848.12524
Togo,1981,2321.96
Togo,1982,231.36076
Togo,1983,1842.1978
Togo,1984,881.4359
Togo,1985,1308.5934
Togo,1986,1438.1108
Togo,1987,1635.2926
Togo,1988,95.27702
Togo,1989,1031.0835
Togo,1990,786.2567
Togo,1991,1417.2302
Togo,1992,28.078087
Togo,1993,495.3083
Togo,1994,2954.4268
Togo,1995,3538.3408
Togo,1996,1677.6428
Togo,1997,2263.4402
Togo,1998,2333.5708
Togo,1999,604.55505
Togo,2000,572.7501
Togo,2001,838.63513
Togo,2002,67.94136
Togo,2003,731.0306
Togo,2004,589.88837
Togo,2005,1534.5707
Togo,2006,142.48466
Togo,2007,781.91565
Togo,2008,2837.5781
Togo,2009,61.07683
Togo,2010,541.6381
Togo,2011,718.64825
Togo,2012,1827.686
Togo,2013,2283.6768
Togo,2014,735.6146
Togo,2015,1137.7596
Togo,2016,4072.8127
Togo,2017,363.72556
Togo,2018,365.6211
Togo,2019,1715.6919
Togo,2020,806.43536
Togo,2021,540.1039
Togo,2022,2198.7021
Togo,2023,137.39392
Togo,2024,1698.444
Trinidad and Tobago,1940,886.34106
Trinidad and Tobago,1941,1430.427
Trinidad and Tobago,1942,210.80377
Trinidad and Tobago,1943,1181.5653
Trinidad and Tobago,1944,807.6834
Trinidad and Tobago,1945,1068.2365
Trinidad and Tobago,1946,1481.462
Trinidad and Tobago,1947,1301.1462
Trinidad and Tobago,1948,1186.2994
Trinidad and Tobago,1949,1077.6454
Trinidad and Tobago,1950,185.47826
Trinidad and Tobago,1951,748.21814
Trinidad and Tobago,1952,190.5045
Trinidad and Tobago,1953,623.76025
Trinidad and Tobago,1954,1536.5725
Trinidad and Tobago,1955,558.94745
Trinidad and Tobago,1956,19.515322
Trinidad and Tobago,1957,1136.916
Trinidad and Tobago,1958,868.9342
Trinidad and Tobago,1959,1235.0575
Trinidad and Tobago,1960,289.29797
Trinidad and Tobago,1961,2152.4473
Trinidad and Tobago,1962,1929.5769
Trinidad and Tobago,1963,1812.2073
Trinidad and Tobago,1964,352.06073
Trinidad and Tobago,1965,1083.3408
Trinidad and Tobago,1966,128.55107
Trinidad and Tobago,1967,1029.0343
Trinidad and Tobago,1968,542.057
Trinidad and Tobago,1969,586.6406
Trinidad and Tobago,1970,313.22546
Trinidad and Tobago,1971,1565.3773
Trinidad and Tobago,1972,62.840637
Trinidad and Tobago,1973,2685.0376
Trinidad and Tobago,1974,915.35
Trinidad and Tobago,1975,1179.3586
Trinidad and Tobago,1976,940.70435
Trinidad and Tobago,1977,1043.8137
Trinidad and Tobago,1978,804.3934
Trinidad and Tobago,1979,1031.2413
Trinidad and Tobago,1980,484.4577
Trinidad and Tobago,1981,1339.6599
Trinidad and Tobago,1982,733.25146
Trinidad and Tobago,1983,881.17694
Trinidad and Tobago,1984,45.68672
Trinidad and Tobago,1985,2254.4224
Trinidad and Tobago,1986,790.4143
Trinidad and Tobago,1987,929.81903
Trinidad and Tobago,1988,1583.0511
Trinidad and Tobago,1989,1156.8075
Trinidad and Tobago,1990,3304.0693
Trinidad and Tobago,1991,1414.2876
Trinidad and Tobago,1992,1291.1226
Trinidad and Tobago,1993,420.9255
Trinidad and Tobago,1994,1740.583
Trinidad and Tobago,1995,2732.261
Trinidad and Tobago,1996,754.105
Trinidad and Tobago,1997,582.59033
Trinidad and Tobago,1998,1774.0345
Trinidad and Tobago,1999,307.98813
Trinidad and Tobago,2000,1895.3584
Trinidad and Tobago,2001,1802.8746
Trinidad and Tobago,2002,696.37714
Trinidad and Tobago,2003,745.2488
Trinidad and Tobago,2004,1219.0845
Trinidad and Tobago,2005,294.47717
Trinidad and Tobago,2006,1158.8054
Trinidad and Tobago,2007,869.12225
Trinidad and Tobago,2008,3363.6191
Trinidad and Tobago,2009,1615.5398
Trinidad and Tobago,2010,1468.9596
Trinidad and Tobago,2011,1457.0242
Trinidad and Tobago,2012,1619.7319
Trinidad and Tobago,2013,3429.5835
Trinidad and Tobago,2014,1155.9691
Trinidad and Tobago,2015,906.93384
Trinidad and Tobago,2016,276.19055
Trinidad and Tobago,2017,794.29395
Trinidad and Tobago,2018,1202.4022
Trinidad and Tobago,2019,753.78033
Trinidad and Tobago,2020,238.25746
Trinidad and Tobago,2021,1292.5046
Trinidad and Tobago,2022,3188.651
Trinidad and Tobago,2023,9.562314
Trinidad and Tobago,2024,1268.6365
Tunisia,1940,3053.9634
Tunisia,1941,376.52155
Tunisia,1942,800.95154
Tunisia,1943,965.4886
Tunisia,1944,461.88403
Tunisia,1945,1012.30005
Tunisia,1946,2472.8296
Tunisia,1947,769.3875
Tunisia,1948,1095.1658
Tunisia,1949,2021.1796
Tunisia,1950,2019.2832
Tunisia,1951,688.2005
Tunisia,1952,1488.3717
Tunisia,1953,837.37
Tunisia,1954,1213.7914
Tunisia,1955,760.97797
Tunisia,1956,457.98178
Tunisia,1957,1671.6971
Tunisia,1958,1696.3893
Tunisia,1959,1473.3743
Tunisia,1960,2127.2837
Tunisia,1961,1166.2117
Tunisia,1962,1352.8328
Tunisia,1963,1620.4181
Tunisia,1964,2449.5605
Tunisia,1965,788.9829
Tunisia,1966,1371.8767
Tunisia,1967,1213.0834
Tunisia,1968,3754.9534
Tunisia,1969,252.54669
Tunisia,1970,203.69125
Tunisia,1971,1039.1006
Tunisia,1972,1022.0604
Tunisia,1973,205.74844
Tunisia,1974,1075.6913
Tunisia,1975,1057.7341
Tunisia,1976,1925.7568
Tunisia,1977,88.25475
Tunisia,1978,416.61047
Tunisia,1979,608.62805
Tunisia,1980,1447.546
Tunisia,1981,1148.5958
Tunisia,1982,1223.2928
Tunisia,1983,955.06586
Tunisia,1984,60.314743
Tunisia,1985,1088.638
Tunisia,1986,1900.7954
Tunisia,1987,820.62274
Tunisia,1988,559.6351
Tunisia,1989,1020.36163
Tunisia,1990,2211.9275
Tunisia,1991,12.996592
Tunisia,1992,845.6997
Tunisia,1993,938.93915
Tunisia,1994,1280.912
Tunisia,1995,1212.2687
Tunisia,1996,2734.0088
Tunisia,1997,245.74869
Tunisia,1998,65.1196
Tunisia,1999,954.53625
Tunisia,2000,833.8995
Tunisia,2001,651.4671
Tunisia,2002,293.49603
Tunisia,2003,1857.5647
Tunisia,2004,279.69333
Tunisia,2005,761.82214
Tunisia,2006,2280.7546
Tunisia,2007,241.85478
Tunisia,2008,2157.6763
Tunisia,2009,802.31995
Tunisia,2010,1252.3353
Tunisia,2011,1650.5432
Tunisia,2012,1901.3016
Tunisia,2013,100.35461
Tunisia,2014,1179.5969
Tunisia,2015,793.78345
Tunisia,2016,1168.4445
Tunisia,2017,37.375835
Tunisia,2018,365.14514
Tunisia,2019,3213.8691
Tunisia,2020,4619.5127
Tunisia,2021,1356.915
Tunisia,2022,2059.2112
Tunisia,2023,2759.9717
Tunisia,2024,801.62964
Turkey,1940,881.2658
Turkey,1941,1356.7604
Turkey,1942,65.68796
Turkey,1943,903.5176
Turkey,1944,569.81085
Turkey,1945,1278.5554
Turkey,1946,150.4898
Turkey,1947,1180.7537
Turkey,1948,2486.8333
Turkey,1949,63.483227
Turkey,1950,494.991
Turkey,1951,914.0708
Turkey,1952,1492.7021
Turkey,1953,2717.1272
Turkey,1954,921.4924
Turkey,1955,1461.5359
Turkey,1956,4214.0435
Turkey,1957,202.92184
Turkey,1958,451.79883
Turkey,1959,1584.7338
Turkey,1960,774.4191
Turkey,1961,703.53906
Turkey,1962,1360.3674
Turkey,1963,170.96439
Turkey,1964,2047.8931
Turkey,1965,733.9824
Turkey,1966,1709.1118
Turkey,1967,182.85783
Turkey,1968,1609.8165
Turkey,1969,767.301
Turkey,1970,988.2203
Turkey,1971,1593.6884
Turkey,1972,1732.3934
Turkey,1973,1449.2557
Turkey,1974,1282.4071
Turkey,1975,187.93544
Turkey,1976,730.3318
Turkey,1977,191.12263
Turkey,1978,1091.7473
Turkey,1979,1233.3881
Turkey,1980,710.1058
Turkey,1981,57.672535
Turkey,1982,996.0411
Turkey,1983,826.104
Turkey,1984,1347.5824
Turkey,1985,277.28082
Turkey,1986,1563.7355
Turkey,1987,2303.1145
Turkey,1988,2053.8416
Turkey,1989,306.39642
Turkey,1990,1095.5259
Turkey,1991,166.56631
Turkey,1992,1107.4246
Turkey,1993,713.60077
Turkey,1994,690.2106
Turkey,1995,324.95364
Turkey,1996,1175.3209
Turkey,1997,57.701984
Turkey,1998,2948.183
Turkey,1999,929.63794
Turkey,2000,1058.1339
Turkey,2001,1156.1832
Turkey,2002,1044.4508
Turkey,2003,822.97986
Turkey,2004,735.6834
Turkey,2005,442.16797
Turkey,2006,1245.3923
Turkey,2007,515.21295
Turkey,2008,989.24023
Turkey,2009,130.2309
Turkey,2010,2636.0166
Turkey,2011,848.14386
Turkey,2012,862.7577
Turkey,2013,1701.5741
Turkey,2014,989.51276
Turkey,2015,3236.55
Turkey,2016,1552.8204
Turkey,2017,1199.5111
Turkey,2018,630.75745
Turkey,2019,1747.5599
Turkey,2020,3377.1611
Turkey,2021,801.3983
Turkey,2022,600.13947
Turkey,2023,1862.6254
Turkey,2024,75.087326
Turkmenistan,1940,1977.6014
Turkmenistan,1941,1708.5596
Turkmenistan,1942,690.6217
Turkmenistan,1943,1195.0198
Turkmenistan,1944,1172.8578
Turkmenistan,1945,267.14755
Turkmenistan,1946,1697.015
Turkmenistan,1947,784.51636
Turkmenistan,1948,3088.4214
Turkmenistan,1949,1498.4644
Turkmenistan,1950,1542.0009
Turkmenistan,1951,1545.5905
Turkmenistan,1952,1771.5369
Turkmenistan,1953,3550.5332
Turkmenistan,1954,1083.2178
Turkmenistan,1955,1196.3331
Turkmenistan,1956,289.8177
Turkmenistan,1957,807.6023
Turkmenistan,1958,1266.9116
Turkmenistan,1959,925.9954
Turkmenistan,1960,147.30887
Turkmenistan,1961,1338.9391
Turkmenistan,1962,3604.02
Turkmenistan,1963,7.159225
Turkmenistan,1964,1662.4603
Turkmenistan,1965,3037.1357
Turkmenistan,1966,289.68454
Turkmenistan,1967,832.7084
Turkmenistan,1968,960.3114
Turkmenistan,1969,706.88074
Turkmenistan,1970,1058.6404
Turkmenistan,1971,2377.606
Turkmenistan,1972,771.7615
Turkmenistan,1973,1052.87
Turkmenistan,1974,1741.0173
Turkmenistan,1975,2113.035
Turkmenistan,1976,643.6205
Turkmenistan,1977,1277.9192
Turkmenistan,1978,952.8395
Turkmenistan,1979,1123.5358
Turkmenistan,1980,778.0223
Turkmenistan,1981,474.97827
Turkmenistan,1982,1949.2413
Turkmenistan,1983,1704.8934
Turkmenistan,1984,1281.662
Turkmenistan,1985,2280.6895
Turkmenistan,1986,1180.4375
Turkmenistan,1987,1345.9482
Turkmenistan,1988,2008.0594
Turkmenistan,1989,1822.6012
Turkmenistan,1990,710.6444
Turkmenistan,1991,1488.703
Turkmenistan,1992,1206.1223
Turkmenistan,1993,3661.7627
Turkmenistan,1994,260.0369
Turkmenistan,1995,144.37646
Turkmenistan,1996,1063.9592
Turkmenistan,1997,1205.327
Turkmenistan,1998,122.340164
Turkmenistan,1999,850.35156
Turkmenistan,2000,1332.5476
Turkmenistan,2001,1759.5562
Turkmenistan,2002,51.21682
Turkmenistan,2003,299.3504
Turkmenistan,2004,607.7956
Turkmenistan,2005,388.2799
Turkmenistan,2006,863.8384
Turkmenistan,2007,917.9422
Turkmenistan,2008,814.7563
Turkmenistan,2009,61.29449
Turkmenistan,2010,871.996
Turkmenistan,2011,2114.555
Turkmenistan,2012,893.13416
Turkmenistan,2013,431.9928
Turkmenistan,2014,926.578
Turkmenistan,2015,2589.106
Turkmenistan,2016,29.424967
Turkmenistan,2017,900.51917
Turkmenistan,2018,856.991
Turkmenistan,2019,1426.7931
Turkmenistan,2020,1506.1094
Turkmenistan,2021,3257.1455
Turkmenistan,2022,220.04822
Turkmenistan,2023,42.808002
Turkmenistan,2024,1203.5729
United States Virgin Islands,1940,830.1637
United States Virgin Islands,1941,573.55286
United States Virgin Islands,1942,211.93233
United States Virgin Islands,1943,1471.0415
United States Virgin Islands,1944,178.38525
United States Virgin Islands,1945,1001.1675
United States Virgin Islands,1946,2378.7583
United States Virgin Islands,1947,415.66367
United States Virgin Islands,1948,2083.8918
United States Virgin Islands,1949,914.23914
United States Virgin Islands,1950,1215.4976
United States Virgin Islands,1951,1541.664
United States Virgin Islands,1952,2074.088
United States Virgin Islands,1953,101.80125
United States Virgin Islands,1954,1052.8809
United States Virgin Islands,1955,751.4021
United States Virgin Islands,1956,1308.0754
United States Virgin Islands,1957,22.729715
United States Virgin Islands,1958,403.37152
United States Virgin Islands,1959,3110.6804
United States Virgin Islands,1960,4723.268
United States Virgin Islands,1961,1453.002
United States Virgin Islands,1962,2360.0337
United States Virgin Islands,1963,3328.346
United States Virgin Islands,1964,916.17236
United States Virgin Islands,1965,519.9812
United States Virgin Islands,1966,1455.5612
United States Virgin Islands,1967,101.573044
United States Virgin Islands,1968,758.47894
United States Virgin Islands,1969,604.66864
United States Virgin Islands,1970,1302.9767
United States Virgin Islands,1971,164.99997
United States Virgin Islands,1972,1375.1278
United States Virgin Islands,1973,3368.9517
United States Virgin Islands,1974,47.946068
United States Virgin Islands,1975,445.92822
United States Virgin Islands,1976,679.54614
United States Virgin Islands,1977,1821.822
United States Virgin Islands,1978,2615.5674
United States Virgin Islands,1979,888.3368
United States Virgin Islands,1980,1428.12
United States Virgin Islands,1981,4296.91
United States Virgin Islands,1982,225.2316
United States Virgin Islands,1983,486.0393
United States Virgin Islands,1984,1879.3969
United States Virgin Islands,1985,833.2179
United States Virgin Islands,1986,493.72272
United States Virgin Islands,1987,1692.4133
United States Virgin Islands,1988,155.55054
United States Virgin Islands,1989,2296.2744
United States Virgin Islands,1990,825.50195
United States Virgin Islands,1991,1597.0173
United States Virgin Islands,1992,163.74792
United States Virgin Islands,1993,1362.2522
United States Virgin Islands,1994,725.5938
United States Virgin Islands,1995,1048.9807
United States Virgin Islands,1996,1892.4819
United States Virgin Islands,1997,1926.6423
United States Virgin Islands,1998,1274.2311
United States Virgin Islands,1999,1667.1942
United States Virgin Islands,2000,201.1229
United States Virgin Islands,2001,644.06573
United States Virgin Islands,2002,154.30513
United States Virgin Islands,2003,1212.1849
United States Virgin Islands,2004,1432.4688
United States Virgin Islands,2005,598.3679
United States Virgin Islands,2006,45.940907
United States Virgin Islands,2007,1023.77045
United States Virgin Islands,2008,871.9126
United States Virgin Islands,2009,1368.8916
United States Virgin Islands,2010,227.06798
United States Virgin Islands,2011,2295.0708
United States Virgin Islands,2012,2268.0322
United States Virgin Islands,2013,2375.5344
United States Virgin Islands,2014,197.19237
United States Virgin Islands,2015,1090.0447
United States Virgin Islands,2016,110.46023
United States Virgin Islands,2017,1261.7139
United States Virgin Islands,2018,975.70154
United States Virgin Islands,2019,908.5146
United States Virgin Islands,2020,280.10526
United States Virgin Islands,2021,1559.2733
United States Virgin Islands,2022,89.59452
United States Virgin Islands,2023,2898.1572
United States Virgin Islands,2024,1262.7611
Uganda,1940,1127.7213
Uganda,1941,703.6123
Uganda,1942,765.3036
Uganda,1943,735.38544
Uganda,1944,931.0014
Uganda,1945,367.29327
Uganda,1946,1193.3326
Uganda,1947,588.89124
Uganda,1948,936.10516
Uganda,1949,46.380997
Uganda,1950,1886.6484
Uganda,1951,639.9425
Uganda,1952,772.61945
Uganda,1953,1561.7057
Uganda,1954,1142.5646
Uganda,1955,3109.759
Uganda,1956,1627.9467
Uganda,1957,1322.538
Uganda,1958,395.24124
Uganda,1959,1798.4026
Uganda,1960,3071.5662
Uganda,1961,819.5495
Uganda,1962,674.8515
Uganda,1963,2079.0742
Uganda,1964,123.69792
Uganda,1965,1858.7711
Uganda,1966,1662.9219
Uganda,1967,657.51794
Uganda,1968,854.2347
Uganda,1969,1071.6887
Uganda,1970,313.34714
Uganda,1971,1526.7557
Uganda,1972,804.549
Uganda,1973,3152.7744
Uganda,1974,1325.892
Uganda,1975,1521.4363
Uganda,1976,1453.3217
Uganda,1977,1916.8262
Uganda,1978,3093.055
Uganda,1979,1122.6525
Uganda,1980,1048.4238
Uganda,1981,436.0725
Uganda,1982,634.38116
Uganda,1983,1445.0685
Uganda,1984,650.0155
Uganda,1985,173.71176
Uganda,1986,904.4149
Uganda,1987,3277.838
Uganda,1988,14.129065
Uganda,1989,1433.7645
Uganda,1990,3028.3462
Uganda,1991,367.6494
Uganda,1992,583.99097
Uganda,1993,1057.4076
Uganda,1994,514.3457
Uganda,1995,1011.7626
Uganda,1996,2570.931
Uganda,1997,611.7351
Uganda,1998,1226.1344
Uganda,1999,1743.6372
Uganda,2000,2117.1328
Uganda,2001,719.2725
Uganda,2002,1275.759
Uganda,2003,662.6127
Uganda,2004,1345.1051
Uganda,2005,913.3514
Uganda,2006,460.4187
Uganda,2007,1627.4261
Uganda,2008,1825.0072
Uganda,2009,1645.2692
Uganda,2010,2278.0017
Uganda,2011,772.73346
Uganda,2012,1340.477
Uganda,2013,1573.6622
Uganda,2014,1846.9948
Uganda,2015,709.47687
Uganda,2016,1630.162
Uganda,2017,1110.0332
Uganda,2018,3210.189
Uganda,2019,294.34033
Uganda,2020,365.2817
Uganda,2021,1056.1262
Uganda,2022,1149.5524
Uganda,2023,283.25378
Uganda,2024,1212.4795
Ukraine,1940,1006.09863
Ukraine,1941,1896.7704
Ukraine,1942,119.847946
Ukraine,1943,320.53876
Ukraine,1944,892.2927
Ukraine,1945,341.0492
Ukraine,1946,1133.027
Ukraine,1947,1265.7373
Ukraine,1948,986.8442
Ukraine,1949,265.06284
Ukraine,1950,935.596
Ukraine,1951,2265.8806
Ukraine,1952,557.9807
Ukraine,1953,659.4053
Ukraine,1954,885.6642
Ukraine,1955,2604.0916
Ukraine,1956,24.205824
Ukraine,1957,585.67725
Ukraine,1958,761.3085
Ukraine,1959,1436.0679
Ukraine,1960,1450.4365
Ukraine,1961,2909.1562
Ukraine,1962,277.91794
Ukraine,1963,57.701366
Ukraine,1964,1499.9108
Ukraine,1965,853.41077
Ukraine,1966,505.14203
Ukraine,1967,287.1573
Ukraine,1968,1764.0892
Ukraine,1969,400.4447
Ukraine,1970,862.2322
Ukraine,1971,2449.7034
Ukraine,1972,284.0876
Ukraine,1973,2138.7385
Ukraine,1974,681.72906
Ukraine,1975,1579.821
Ukraine,1976,1705.8408
Ukraine,1977,1740.5013
Ukraine,1978,103.35954
Ukraine,1979,1081.0972
Ukraine,1980,888.997
Ukraine,1981,1138.4879
Ukraine,1982,77.457115
Ukraine,1983,293.34146
Ukraine,1984,3024.3516
Ukraine,1985,4154.988
Ukraine,1986,1362.6536
Ukraine,1987,2205.4373
